,01_95stain1-120716_S1_merged_R1.fastq.gz.fq.gzAligned.sortedByCoord.out.down_sampled
ENSG00000167470.12,5
ENSG00000167491.17,17
ENSG00000167508.10,15
ENSG00000167513.8,215
ENSG00000167515.10,161
ENSG00000167522.14,55
ENSG00000167523.13,9
ENSG00000167526.13,2298
ENSG00000167528.12,1
ENSG00000167543.15,44
ENSG00000167550.10,1
ENSG00000167552.13,139
ENSG00000167553.14,7
ENSG00000167632.14,11
ENSG00000167635.11,52
ENSG00000167641.10,64
ENSG00000167645.16,325
ENSG00000167646.13,16
ENSG00000167658.15,381
ENSG00000167670.15,10
ENSG00000167671.11,23
ENSG00000167699.13,115
ENSG00000167721.10,43
ENSG00000167733.13,1
ENSG00000167740.9,36
ENSG00000167747.13,333
ENSG00000167766.18,79
ENSG00000167770.11,131
ENSG00000167775.10,16
ENSG00000167792.11,89
ENSG00000167797.7,317
ENSG00000167799.9,27
ENSG00000167815.11,15
ENSG00000167851.13,34
ENSG00000167862.9,102
ENSG00000167863.11,517
ENSG00000167881.14,93
ENSG00000167895.14,36
ENSG00000167900.11,1027
ENSG00000167904.14,44
ENSG00000167920.8,104
ENSG00000167930.15,21
ENSG00000167962.12,1
ENSG00000167965.17,24
ENSG00000167969.12,305
ENSG00000167972.13,14
ENSG00000167977.8,26
ENSG00000167978.16,157
ENSG00000167985.6,69
ENSG00000167986.13,48
ENSG00000167987.10,11
ENSG00000167994.11,12
ENSG00000167995.15,2
ENSG00000167996.15,6
ENSG00000168002.11,658
ENSG00000168003.16,379
ENSG00000168005.8,11
ENSG00000168010.10,25
ENSG00000168028.13,889
ENSG00000168036.16,24
ENSG00000168061.13,62
ENSG00000168062.9,5
ENSG00000168066.20,31
ENSG00000168071.21,12
ENSG00000168078.9,348
ENSG00000168090.9,530
ENSG00000168092.13,12
ENSG00000168101.14,15
ENSG00000168116.13,11
ENSG00000168118.11,21
ENSG00000168137.15,23
ENSG00000168152.12,4
ENSG00000168159.10,84
ENSG00000168175.14,144
ENSG00000168209.4,8
ENSG00000168214.20,18
ENSG00000168216.10,8
ENSG00000168234.12,5
ENSG00000168255.18,2
ENSG00000168256.17,191
ENSG00000168259.14,86
ENSG00000168264.10,119
ENSG00000168268.10,5
ENSG00000168273.7,146
ENSG00000168275.14,285
ENSG00000168283.13,23
ENSG00000168286.2,75
ENSG00000168288.12,612
ENSG00000168291.12,61
ENSG00000168297.15,28
ENSG00000168298.5,47
ENSG00000168300.13,22
ENSG00000168301.12,28
ENSG00000168303.6,415
ENSG00000168374.10,385
ENSG00000168385.17,83
ENSG00000168393.12,115
ENSG00000168397.16,38
ENSG00000168404.12,33
ENSG00000168411.13,6
ENSG00000168421.12,60
ENSG00000168438.14,25
ENSG00000168439.16,27
ENSG00000168461.12,31
ENSG00000168476.11,17
ENSG00000168488.18,3
ENSG00000168496.3,146
ENSG00000168497.4,28
ENSG00000168502.17,1
ENSG00000168522.12,148
ENSG00000168538.15,6
ENSG00000168556.6,35
ENSG00000168564.5,28
ENSG00000168569.7,83
ENSG00000168591.15,11
ENSG00000168610.14,93
ENSG00000168612.4,2
ENSG00000168615.11,15
ENSG00000168653.10,356
ENSG00000168679.17,33
ENSG00000168701.18,58
ENSG00000168710.17,64
ENSG00000168724.14,137
ENSG00000168754.13,14
ENSG00000168765.15,75
ENSG00000168769.12,9
ENSG00000168778.11,6
ENSG00000168779.19,12
ENSG00000168795.4,37
ENSG00000168802.12,56
ENSG00000168803.14,10
ENSG00000168818.9,22
ENSG00000168826.15,1
ENSG00000168827.14,43
ENSG00000168872.15,29
ENSG00000168876.8,3
ENSG00000168883.19,92
ENSG00000168884.14,1
ENSG00000168887.10,53
ENSG00000168894.9,486
ENSG00000168904.14,15
ENSG00000168917.8,54
ENSG00000168924.14,1
ENSG00000168936.10,1
ENSG00000168938.5,1
ENSG00000168944.15,27
ENSG00000168958.19,116
ENSG00000168995.13,7
ENSG00000169016.16,5
ENSG00000169019.10,26
ENSG00000169020.9,93
ENSG00000169021.5,241
ENSG00000169032.9,75
ENSG00000169045.17,61
ENSG00000169057.19,2
ENSG00000169062.14,121
ENSG00000169087.10,40
ENSG00000169118.15,20
ENSG00000169139.11,79
ENSG00000169155.9,2
ENSG00000169169.14,46
ENSG00000169174.10,36
ENSG00000169180.11,77
ENSG00000169189.16,164
ENSG00000169217.8,58
ENSG00000169221.13,17
ENSG00000169223.14,334
ENSG00000169228.13,42
ENSG00000169230.9,23
ENSG00000169231.13,6
ENSG00000169241.17,172
ENSG00000169249.12,17
ENSG00000169251.12,103
ENSG00000169253.3,5
ENSG00000169288.17,7
ENSG00000169299.13,145
ENSG00000169359.13,64
ENSG00000169372.12,48
ENSG00000169379.15,29
ENSG00000169398.19,1
ENSG00000169429.10,109
ENSG00000169432.14,255
ENSG00000169442.8,159
ENSG00000169446.5,15
ENSG00000169490.16,49
ENSG00000169504.14,135
ENSG00000169519.19,15
ENSG00000169551.12,2
ENSG00000169554.16,47
ENSG00000169567.11,1515
ENSG00000169592.14,2
ENSG00000169599.12,220
ENSG00000169607.12,16
ENSG00000169609.13,107
ENSG00000169627.7,14
ENSG00000169635.9,23
ENSG00000169641.13,23
ENSG00000169679.14,26
ENSG00000169682.17,47
ENSG00000169684.13,17
ENSG00000169689.14,134
ENSG00000169692.12,20
ENSG00000169696.15,16
ENSG00000169710.6,9
ENSG00000169714.16,574
ENSG00000169718.17,18
ENSG00000169727.12,123
ENSG00000169738.7,108
ENSG00000169740.13,5
ENSG00000169756.16,172
ENSG00000169762.16,24
ENSG00000169764.14,362
ENSG00000169813.16,372
ENSG00000169871.12,7
ENSG00000169895.5,135
ENSG00000169905.12,15
ENSG00000169919.16,106
ENSG00000169951.9,7
ENSG00000169967.16,11
ENSG00000169972.11,8
ENSG00000169976.6,651
ENSG00000170006.11,93
ENSG00000170027.6,24
ENSG00000170035.15,200
ENSG00000170043.11,66
ENSG00000170085.17,19
ENSG00000170113.15,34
ENSG00000170142.11,1
ENSG00000170144.18,129
ENSG00000170145.4,1
ENSG00000170175.10,21
ENSG00000170234.12,40
ENSG00000170242.17,84
ENSG00000170248.13,150
ENSG00000170260.8,14
ENSG00000170266.15,66
ENSG00000170270.4,1
ENSG00000170275.14,101
ENSG00000170291.14,20
ENSG00000170296.9,11
ENSG00000170310.14,76
ENSG00000170312.15,653
ENSG00000170315.13,83
ENSG00000170340.10,9
ENSG00000170345.9,994
ENSG00000170348.8,161
ENSG00000170356.8,1
ENSG00000170379.19,7
ENSG00000170385.9,7
ENSG00000170412.16,27
ENSG00000170421.11,359
ENSG00000170445.12,28
ENSG00000170448.11,6
ENSG00000170456.14,8
ENSG00000170469.10,32
ENSG00000170471.14,7
ENSG00000170473.16,51
ENSG00000170502.12,15
ENSG00000170515.13,268
ENSG00000170522.9,68
ENSG00000170540.14,212
ENSG00000170542.5,31
ENSG00000170545.16,39
ENSG00000170584.10,376
ENSG00000170606.13,125
ENSG00000170608.2,1
ENSG00000170619.9,74
ENSG00000170627.9,700
ENSG00000170633.16,28
ENSG00000170634.12,34
ENSG00000170638.9,36
ENSG00000170689.9,25
ENSG00000170734.11,8
ENSG00000170759.10,95
ENSG00000170779.10,100
ENSG00000170791.17,189
ENSG00000170836.11,15
ENSG00000170852.10,66
ENSG00000170855.3,121
ENSG00000170860.3,1864
ENSG00000170871.11,1
ENSG00000170876.7,19
ENSG00000170881.4,16
ENSG00000170889.13,101
ENSG00000170892.10,3
ENSG00000170893.3,1
ENSG00000170903.10,40
ENSG00000170906.15,152
ENSG00000170915.8,12
ENSG00000170949.17,24
ENSG00000171051.8,45
ENSG00000171067.10,180
ENSG00000171101.13,23
ENSG00000171105.13,47
ENSG00000171130.17,19
ENSG00000171135.12,142
ENSG00000171148.13,85
ENSG00000171155.7,18
ENSG00000171159.4,302
ENSG00000171160.17,25
ENSG00000171161.12,20
ENSG00000171163.15,18
ENSG00000171169.8,1
ENSG00000171202.6,117
ENSG00000171204.12,198
ENSG00000171206.13,9
ENSG00000171208.9,20
ENSG00000171222.10,356
ENSG00000171223.5,13
ENSG00000171224.8,24
ENSG00000171227.6,15
ENSG00000171236.9,13
ENSG00000171241.8,17
ENSG00000171243.7,82
ENSG00000171302.16,1
ENSG00000171307.18,12
ENSG00000171310.10,27
ENSG00000171311.12,75
ENSG00000171314.8,55
ENSG00000171316.11,42
ENSG00000171320.14,42
ENSG00000171345.13,331
ENSG00000171421.12,232
ENSG00000171428.13,57
ENSG00000171443.6,24
ENSG00000171453.17,12
ENSG00000171466.9,1
ENSG00000171467.15,62
ENSG00000171469.10,4
ENSG00000171488.14,9
ENSG00000171490.12,437
ENSG00000171492.14,95
ENSG00000171503.11,9
ENSG00000171530.13,142
ENSG00000171566.11,134
ENSG00000171574.17,9
ENSG00000171604.11,45
ENSG00000171608.15,14
ENSG00000171612.6,166
ENSG00000171634.16,8
ENSG00000171714.10,1
ENSG00000171720.9,64
ENSG00000171723.15,22
ENSG00000171735.18,179
ENSG00000171763.17,26
ENSG00000171777.15,10
ENSG00000171792.10,34
ENSG00000171793.13,28
ENSG00000171806.11,45
ENSG00000171824.13,28
ENSG00000171840.11,47
ENSG00000171843.15,3
ENSG00000171848.13,542
ENSG00000171858.17,937
ENSG00000171862.9,27
ENSG00000171863.12,1073
ENSG00000171865.9,10
ENSG00000171867.16,100
ENSG00000171928.13,19
ENSG00000171940.13,12
ENSG00000171943.11,3
ENSG00000171960.10,165
ENSG00000171970.12,24
ENSG00000171984.14,22
ENSG00000171988.17,136
ENSG00000172007.5,18
ENSG00000172009.14,1
ENSG00000172053.14,205
ENSG00000172058.15,4
ENSG00000172059.10,1
ENSG00000172062.16,1
ENSG00000172086.7,77
ENSG00000172113.8,50
ENSG00000172115.8,925
ENSG00000172171.10,3
ENSG00000172172.7,545
ENSG00000172216.5,196
ENSG00000172239.13,39
ENSG00000172244.8,28
ENSG00000172262.11,19
ENSG00000172269.16,28
ENSG00000172270.18,307
ENSG00000172273.12,28
ENSG00000172301.10,108
ENSG00000172315.5,28
ENSG00000172331.11,1
ENSG00000172336.4,144
ENSG00000172339.9,25
ENSG00000172340.14,39
ENSG00000172354.9,122
ENSG00000172366.19,51
ENSG00000172375.12,1
ENSG00000172380.5,4
ENSG00000172428.10,23
ENSG00000172432.18,100
ENSG00000172466.15,97
ENSG00000172469.14,1
ENSG00000172493.20,57
ENSG00000172500.12,130
ENSG00000172531.14,107
ENSG00000172534.13,45
ENSG00000172586.7,303
ENSG00000172590.18,171
ENSG00000172594.12,48
ENSG00000172661.17,3
ENSG00000172663.8,41
ENSG00000172687.13,1
ENSG00000172725.13,33
ENSG00000172732.11,40
ENSG00000172757.12,1132
ENSG00000172766.18,35
ENSG00000172775.16,34
ENSG00000172785.18,14
ENSG00000172795.15,73
ENSG00000172809.12,582
ENSG00000172845.13,29
ENSG00000172869.14,22
ENSG00000172889.15,56
ENSG00000172890.11,69
ENSG00000172893.15,145
ENSG00000172901.19,9
ENSG00000172922.8,68
ENSG00000172936.12,60
ENSG00000172939.8,10
ENSG00000172965.14,117
ENSG00000172974.11,2
ENSG00000172992.11,37
ENSG00000173011.11,38
ENSG00000173020.10,39
ENSG00000173039.18,14
ENSG00000173040.12,22
ENSG00000173113.6,153
ENSG00000173120.14,21
ENSG00000173137.11,17
ENSG00000173141.4,311
ENSG00000173145.11,1
ENSG00000173163.10,90
ENSG00000173193.13,3
ENSG00000173207.12,525
ENSG00000173218.14,19
ENSG00000173221.13,57
ENSG00000173226.16,113
ENSG00000173230.15,90
ENSG00000173264.13,3
ENSG00000173267.13,97
ENSG00000173272.13,362
ENSG00000173273.15,24
ENSG00000173275.12,7
ENSG00000173295.7,15
ENSG00000173327.7,2
ENSG00000173409.13,234
ENSG00000173418.11,102
ENSG00000173436.13,791
ENSG00000173451.6,7
ENSG00000173457.10,153
ENSG00000173465.7,56
ENSG00000173473.10,15
ENSG00000173486.12,204
ENSG00000173511.9,42
ENSG00000173540.12,28
ENSG00000173542.8,2
ENSG00000173545.4,160
ENSG00000173559.12,16
ENSG00000173575.18,19
ENSG00000173581.7,13
ENSG00000173588.14,25
ENSG00000173598.13,52
ENSG00000173611.17,1
ENSG00000173638.18,10
ENSG00000173653.7,11
ENSG00000173660.11,2091
ENSG00000173674.10,172
ENSG00000173692.12,86
ENSG00000173715.15,1
ENSG00000173726.10,204
ENSG00000173727.11,51
ENSG00000173728.10,3
ENSG00000173757.9,22
ENSG00000173786.16,7
ENSG00000173801.16,18
ENSG00000173812.10,2720
ENSG00000173846.12,18
ENSG00000173848.18,76
ENSG00000173852.13,29
ENSG00000173875.13,17
ENSG00000173890.16,100
ENSG00000173915.12,625
ENSG00000173917.10,59
ENSG00000173926.5,74
ENSG00000173928.2,20
ENSG00000173933.19,17
ENSG00000173960.12,37
ENSG00000173992.8,42
ENSG00000174010.9,18
ENSG00000174021.10,741
ENSG00000174032.16,7
ENSG00000174132.8,11
ENSG00000174165.7,15
ENSG00000174173.6,50
ENSG00000174206.12,15
ENSG00000174227.15,7
ENSG00000174231.16,1
ENSG00000174365.19,6
ENSG00000174371.16,107
ENSG00000174405.13,9
ENSG00000174428.16,2
ENSG00000174437.16,47
ENSG00000174442.11,1
ENSG00000174444.14,909
ENSG00000174446.12,34
ENSG00000174456.13,42
ENSG00000174501.14,4
ENSG00000174547.13,91
ENSG00000174564.12,55
ENSG00000174574.15,27
ENSG00000174606.12,28
ENSG00000174652.17,15
ENSG00000174669.11,14
ENSG00000174684.6,5
ENSG00000174695.9,226
ENSG00000174720.15,116
ENSG00000174748.18,1673
ENSG00000174749.5,57
ENSG00000174775.16,1
ENSG00000174780.15,94
ENSG00000174788.9,3
ENSG00000174796.12,13
ENSG00000174842.16,35
ENSG00000174851.14,257
ENSG00000174886.12,59
ENSG00000174891.12,28
ENSG00000174903.14,2
ENSG00000174915.11,3
ENSG00000174917.8,113
ENSG00000174953.13,123
ENSG00000174977.8,10
ENSG00000175029.16,12
ENSG00000175048.16,13
ENSG00000175061.17,799
ENSG00000175073.7,2
ENSG00000175087.9,6
ENSG00000175110.11,219
ENSG00000175115.11,10
ENSG00000175130.6,8
ENSG00000175137.10,6
ENSG00000175166.16,60
ENSG00000175182.13,9
ENSG00000175193.12,101
ENSG00000175197.10,209
ENSG00000175203.15,33
ENSG00000175213.2,10
ENSG00000175215.9,31
ENSG00000175216.14,59
ENSG00000175221.14,16
ENSG00000175224.16,69
ENSG00000175265.17,58
ENSG00000175274.18,23
ENSG00000175279.21,81
ENSG00000175294.5,50
ENSG00000175305.16,12
ENSG00000175309.14,35
ENSG00000175324.9,3
ENSG00000175334.7,270
ENSG00000175348.10,33
ENSG00000175352.10,18
ENSG00000175354.18,19
ENSG00000175376.8,14
ENSG00000175387.15,124
ENSG00000175390.12,169
ENSG00000175416.12,17
ENSG00000175445.14,23
ENSG00000175449.13,107
ENSG00000175455.14,87
ENSG00000175467.14,24
ENSG00000175536.6,12
ENSG00000175550.7,97
ENSG00000175567.8,123
ENSG00000175573.6,20
ENSG00000175575.12,20
ENSG00000175581.13,96
ENSG00000175582.19,57
ENSG00000175602.3,50
ENSG00000175606.10,147
ENSG00000175634.14,1
ENSG00000175643.8,206
ENSG00000175701.10,73
ENSG00000175707.8,1
ENSG00000175741.5,1
ENSG00000175756.13,374
ENSG00000175768.12,6
ENSG00000175782.9,35
ENSG00000175792.11,65
ENSG00000175826.11,5
ENSG00000175832.12,10
ENSG00000175854.11,268
ENSG00000175866.15,50
ENSG00000175886.10,3
ENSG00000175895.3,28
ENSG00000175931.12,20
ENSG00000175938.6,159
ENSG00000175970.8,32
ENSG00000176014.12,84
ENSG00000176018.12,40
ENSG00000176022.4,37
ENSG00000176043.5,1
ENSG00000176046.8,153
ENSG00000176055.9,7
ENSG00000176087.14,55
ENSG00000176092.13,21
ENSG00000176095.11,19
ENSG00000176101.11,52
ENSG00000176102.11,150
ENSG00000176105.13,18
ENSG00000176124.11,5
ENSG00000176142.12,45
ENSG00000176148.15,10
ENSG00000176155.18,5
ENSG00000176171.11,139
ENSG00000176208.8,7
ENSG00000176209.11,305
ENSG00000176261.15,66
ENSG00000176340.3,862
ENSG00000176383.8,12
ENSG00000176386.8,1
ENSG00000176390.11,1
ENSG00000176393.10,68
ENSG00000176396.9,126
ENSG00000176401.5,1
ENSG00000176406.20,1
ENSG00000176407.17,64
ENSG00000176422.12,7
ENSG00000176444.18,2
ENSG00000176454.13,6
ENSG00000176473.13,41
ENSG00000176476.8,22
ENSG00000176485.10,33
ENSG00000176542.9,34
ENSG00000176597.11,1
ENSG00000176623.11,59
ENSG00000176700.19,16
ENSG00000176714.9,22
ENSG00000176715.15,6
ENSG00000176731.11,428
ENSG00000176749.8,1
ENSG00000176783.14,22
ENSG00000176826.15,38
ENSG00000176853.15,26
ENSG00000176871.8,13
ENSG00000176890.15,594
ENSG00000176894.9,11
ENSG00000176903.4,17
ENSG00000176912.3,143
ENSG00000176915.14,11
ENSG00000176933.5,31
ENSG00000176953.10,6
ENSG00000176973.7,45
ENSG00000176974.17,31
ENSG00000176978.13,54
ENSG00000176986.14,33
ENSG00000176994.10,6
ENSG00000177000.10,14
ENSG00000177030.16,7
ENSG00000177042.14,120
ENSG00000177051.5,12
ENSG00000177054.13,32
ENSG00000177058.11,21
ENSG00000177084.16,20
ENSG00000177105.9,237
ENSG00000177106.14,18
ENSG00000177119.15,27
ENSG00000177125.5,37
ENSG00000177150.12,81
ENSG00000177156.10,590
ENSG00000177225.16,13
ENSG00000177283.5,2
ENSG00000177302.14,20
ENSG00000177337.7,89
ENSG00000177383.4,17
ENSG00000177410.12,291
ENSG00000177426.20,67
ENSG00000177455.11,8
ENSG00000177479.19,5
ENSG00000177548.12,8
ENSG00000177556.11,144
ENSG00000177565.15,38
ENSG00000177600.8,1977
ENSG00000177606.6,15
ENSG00000177613.8,28
ENSG00000177614.9,18
ENSG00000177640.15,8
ENSG00000177666.15,32
ENSG00000177674.15,222
ENSG00000177675.8,1
ENSG00000177683.13,12
ENSG00000177685.16,2
ENSG00000177697.17,53
ENSG00000177700.5,216
ENSG00000177728.14,15
ENSG00000177733.6,111
ENSG00000177738.3,21
ENSG00000177788.5,4
ENSG00000177830.17,89
ENSG00000177842.11,4
ENSG00000177853.14,9
ENSG00000177854.7,1
ENSG00000177855.8,2
ENSG00000177868.11,157
ENSG00000177879.14,94
ENSG00000177885.13,24
ENSG00000177888.7,12
ENSG00000177889.9,331
ENSG00000177917.10,287
ENSG00000177946.5,2
ENSG00000177951.17,8
ENSG00000177954.11,3958
ENSG00000177963.12,47
ENSG00000177971.8,15
ENSG00000177981.10,20
ENSG00000178035.11,109
ENSG00000178053.17,38
ENSG00000178057.14,238
ENSG00000178074.5,1
ENSG00000178104.19,93
ENSG00000178105.9,25
ENSG00000178146.9,1
ENSG00000178149.16,2
ENSG00000178177.14,13
ENSG00000178188.14,1
ENSG00000178202.12,12
ENSG00000178234.12,26
ENSG00000178295.14,16
ENSG00000178307.9,45
ENSG00000178381.11,77
ENSG00000178425.13,103
ENSG00000178449.8,222
ENSG00000178458.5,1
ENSG00000178462.11,32
ENSG00000178464.6,68
ENSG00000178531.5,2
ENSG00000178538.9,14
ENSG00000178567.7,14
ENSG00000178585.14,31
ENSG00000178607.15,43
ENSG00000178691.10,64
ENSG00000178700.7,1
ENSG00000178719.16,21
ENSG00000178741.11,945
ENSG00000178802.17,19
ENSG00000178896.6,30
ENSG00000178904.18,15
ENSG00000178913.7,171
ENSG00000178927.16,16
ENSG00000178950.16,7
ENSG00000178952.8,283
ENSG00000178966.15,8
ENSG00000178974.9,2
ENSG00000178980.14,365
ENSG00000178982.9,310
ENSG00000178988.10,63
ENSG00000178999.12,266
ENSG00000179008.8,3
ENSG00000179010.14,186
ENSG00000179021.9,24
ENSG00000179029.14,91
ENSG00000179041.3,23
ENSG00000179083.6,1
ENSG00000179085.7,75
ENSG00000179091.4,695
ENSG00000179097.5,18
ENSG00000179115.10,96
ENSG00000179119.14,7
ENSG00000179151.11,46
ENSG00000179152.18,70
ENSG00000179163.11,15
ENSG00000179178.10,13
ENSG00000179218.13,71
ENSG00000179222.17,12
ENSG00000179262.9,229
ENSG00000179271.2,159
ENSG00000179295.15,6
ENSG00000179335.18,48
ENSG00000179364.13,28
ENSG00000179387.9,24
ENSG00000179409.10,11
ENSG00000179523.4,24
ENSG00000179526.16,39
ENSG00000179632.9,121
ENSG00000179715.12,21
ENSG00000179766.17,9
ENSG00000179820.15,15
ENSG00000179832.17,1
ENSG00000179833.4,5
ENSG00000179889.18,11
ENSG00000179899.8,1
ENSG00000179912.19,9
ENSG00000179918.16,91
ENSG00000179933.5,183
ENSG00000179943.7,9
ENSG00000179950.13,7
ENSG00000179958.8,116
ENSG00000179967.11,10
ENSG00000179988.13,33
ENSG00000179997.8,1
ENSG00000180011.6,8
ENSG00000180096.11,4
ENSG00000180098.9,45
ENSG00000180104.15,13
ENSG00000180185.11,32
ENSG00000180198.15,23
ENSG00000180211.5,1
ENSG00000180228.12,175
ENSG00000180304.14,62
ENSG00000180316.11,16
ENSG00000180329.13,28
ENSG00000180353.10,12
ENSG00000180370.10,57
ENSG00000180376.16,27
ENSG00000180385.8,2
ENSG00000180389.6,13
ENSG00000180398.11,99
ENSG00000180423.4,12
ENSG00000180530.9,10
ENSG00000180573.9,215
ENSG00000180628.14,1
ENSG00000180667.10,6
ENSG00000180694.13,29
ENSG00000180747.15,1
ENSG00000180764.13,1
ENSG00000180769.8,40
ENSG00000180817.11,217
ENSG00000180822.11,77
ENSG00000180875.4,22
ENSG00000180879.13,522
ENSG00000180884.9,12
ENSG00000180901.10,5
ENSG00000180917.16,19
ENSG00000180957.17,49
ENSG00000180964.16,186
ENSG00000180992.6,198
ENSG00000181016.9,32
ENSG00000181019.12,118
ENSG00000181026.14,51
ENSG00000181035.13,10
ENSG00000181038.13,179
ENSG00000181061.13,253
ENSG00000181163.13,335
ENSG00000181218.5,2
ENSG00000181220.15,27
ENSG00000181381.13,24
ENSG00000181396.12,24
ENSG00000181404.15,2
ENSG00000181433.9,19
ENSG00000181444.12,15
ENSG00000181467.3,3
ENSG00000181472.4,49
ENSG00000181513.14,18
ENSG00000181524.6,2
ENSG00000181610.12,37
ENSG00000181625.17,2
ENSG00000181649.5,56
ENSG00000181690.7,17
ENSG00000181751.9,17
ENSG00000181788.3,2
ENSG00000181789.14,33
ENSG00000181817.5,196
ENSG00000181827.14,34
ENSG00000181852.17,9
ENSG00000181904.8,61
ENSG00000181915.4,24
ENSG00000181924.6,130
ENSG00000181929.11,71
ENSG00000181938.13,12
ENSG00000182004.12,1223
ENSG00000182013.17,1
ENSG00000182048.11,21
ENSG00000182054.9,219
ENSG00000182087.12,12
ENSG00000182093.14,114
ENSG00000182117.5,1053
ENSG00000182118.5,148
ENSG00000182134.15,1
ENSG00000182149.20,38
ENSG00000182154.7,251
ENSG00000182158.14,113
ENSG00000182165.17,42
ENSG00000182173.12,8
ENSG00000182180.13,444
ENSG00000182185.18,7
ENSG00000182199.10,359
ENSG00000182220.13,85
ENSG00000182287.13,55
ENSG00000182307.12,8
ENSG00000182325.10,2
ENSG00000182359.14,35
ENSG00000182362.13,13
ENSG00000182372.7,1
ENSG00000182446.13,60
ENSG00000182473.20,18
ENSG00000182481.8,89
ENSG00000182512.4,110
ENSG00000182518.13,148
ENSG00000182541.17,1
ENSG00000182544.8,12
ENSG00000182551.13,2
